asin,description,manufacturer,name,no_of_reviews,price,rating,url
B07J2KB76W,,Lenovo Idea,Lenovo 18 ltrs (44 Cms) backpack(GX40Q75214_black),,1480,4.6,https://amazon.in/dp/B07J2KB76W
B0BVK8Z7Z3,MultiOrganizer Denim Bag is Spacious Storage Fits our Laptop Strong And Light Weight Padded Backstrapes Multi Level Organizer Travel Friendly Gentle Machine Wash and Hand wash,,Denim Multiorganizer Backpack Compatible with 15.6 inch laptop,,485,3.2,https://amazon.in/dp/B0BVK8Z7Z3
B07MDTVDQH,"The HAMMONDS FLYCATCHER Laptop Bag for Men is the ultimate blend of style, functionality, and durability. Crafted with pure genuine leather, this messenger bags exudes sophistication and ensures long-lasting performance. Whether you're a frequent traveler, a busy professional, or a student, this leather laptop bag is designed to meet your diverse needs. With its spacious design and smart organization, this bag keeps your essentials neatly arranged. The main compartment offers ample space for larger items, while the padded laptop compartment provides secure protection for your device up to 14 inches. The inner zipper pocket, wallet pocket, mobile pocket, and pen slots keep your belongings organized and easily accessible. We understand the importance of comfort, which is why we've designed this office bag/laptop bag with your convenience in mind. The comfortable leather handle allows for easy carrying, while the padded removable shoulder straps offer customizable comfort. Whether you prefer to carry it by the handle or wear it as a shoulder bag, this laptop bag adapts to your preferences. We stand behind the quality of our products. That's why this laptop bag comes with a 1-year warranty, providing you with peace of mind and assurance of our commitment to your satisfaction. Key Features: Versatile laptop bag for men, suitable for travel, office, and everyday use. Spacious design with a main compartment, padded laptop compartment, and multiple pockets for smart organization. Genuine leather construction for timeless style and durability. Comfortable leather handle and padded removable shoulder straps for convenient carrying options. Attractive color for an elegant and sophisticated look. High-quality nylon thread stitching for long-lasting performance. Comes with a 1-year warranty for added peace of mind.","Hindustan Foam, Kolkata 700039",,,2417,N/A,https://amazon.in/dp/B07MDTVDQH
B07P2TQH78,,Hindustan Foam,,,2623,N/A,https://amazon.in/dp/B07P2TQH78
B07LBC7Z59,"Enrich your look with this Tote Bag Mammon available on Amazon. Mammon offers handbags in every style, shape and color. It’s a perfect accessory for your outfits. Match it with pair of heels/sandals to give complete look.",Retail Studio,Mammon Women's Tote Bag,,264,3.6,https://amazon.in/dp/B07LBC7Z59
B07XYTZP4Z,,Red Lemon,Red Lemon Swisslook Polyester Bange Series 45L 15.6-inch Laptop Bags Backpack for Men and Women Semi Waterproof USB with Anti Theft Pocket Travel Backpack,,2999,4.3,https://amazon.in/dp/B07XYTZP4Z
B01LYDRI9V,,,,,2964,N/A,https://amazon.in/dp/B01LYDRI9V
B0CFHQSG72,"Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use and it is made with anti-sweat fabric, giving you comfort throughout the day.",NHQ FASHION,NHQ FASHION Large 45 L Laptop Backpack Large 45 L Laptop Backpack Heavy Duty Traverse Collection Unisex Travel,,599,N/A,https://amazon.in/dp/B0CFHQSG72
B0CC9DS5HX,"This Chris & Kate Trendy Polyester School bag is a versatile and functional accessory suitable for school, college and everyday use. Made from durable materials, it features three spacious main compartments that can accommodate books, a laptop, or other essentials. With multiple pockets, it offers convenient storage for smaller items like keys, wallets, and smartphones. Chris & Kate Backpack is designed with comfort in mind. They typically feature padded shoulder straps and back panels to distribute the weight evenly across your back, reducing strain on your shoulders and spine. This backpack also has two mesh pockets for umbrella and bottle on the side to keep you hydrated on the go!",Chris  Kate,Chris & Kate Spacious 35 Ltrs Backpack for School College Everyday Bag With Laptop Compartment Casual Backpack for Boys and Girls,,899,5.0,https://amazon.in/dp/B0CC9DS5HX
B09VLK27NF,"This lightweight gym bag will stylishly carry your workout clothes and other essentials from your home to gym sport,This is the perfect value bag intended use for athletic, gym, travel, camping, hiking, weekend and carry on or overnight as it is spacious as well as functional,With a perfect combination of style and durability, you just can't go wrong with this bag.",,Kore Regular Gym Bag,,59,2.6,https://amazon.in/dp/B09VLK27NF
B082PFY9VC,Tommy Hilfiger goods are manufactured with detail to perfection & high quality materials are used.,Brand Concepts Ltd,"Tommy Hilfiger Kendall Polyester Duffle Gym Bag - 53CM, Navy + White",,1548,4.4,https://amazon.in/dp/B082PFY9VC
B07XMRGQCM,The product will be an excellent pick for you. It ensures an easy maintenance.,Uber Fashion Merchandise Pvt. Ltd.,F Gear Blackhawk 40 Ltrs Black Laptop Backpack (3178),,1192,4.3,https://amazon.in/dp/B07XMRGQCM
B0895ZZHKK,"ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.",,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),,819,4.2,https://amazon.in/dp/B0895ZZHKK
B09WZHX3B1,,,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",,799,3.9,https://amazon.in/dp/B09WZHX3B1
B0B3J9J9CK,,Bagzone Lifestyle Pvt Ltd,Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,,1099,4.1,https://amazon.in/dp/B0B3J9J9CK
B0BZSH12JM,,Elegant Auto Accessories,Elegant 16 inch 28 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,,1099,4.0,https://amazon.in/dp/B0BZSH12JM
B0CFQ2Y4SH,"The Ultima Moda Laptop Backpack is a versatile and stylish bag designed to cater to the needs of both men and women. With a focus on functionality, security, and aesthetics, this backpack is a perfect companion for various occasions, including work, school, travel, and daily commutes. the office, going to class, embarking on a journey, or simply need a dependable everyday bag, the Ultima Moda Laptop Backpack offers a blend of style, security, and functionality to enhance your daily experiences.",,"Ultima Moda Laptop Backpack, Work Bag Lightweight Bag Anti Theft Business Backpack, Gift for Men and Women, (31 Liter)",,649,N/A,https://amazon.in/dp/B0CFQ2Y4SH
B0C1JWGB58,"Size and capacity: Choose a backpack that's the right size for your needs and has enough capacity to carry all your gear. Material: Look for a backpack made from durable, water-resistant material that can withstand the elements. Comfort: A good backpack should have padded shoulder straps, a hip belt, and a back panel that provide comfort and support during long hikes. Organization: Multiple pockets and compartments help you organize your gear and make it easy to access everything you need. Laptop sleeve: If you plan to carry a laptop, look for a backpack with a padded laptop sleeve to protect your computer. Hydration system compatibility: Some backpacks have built-in hydration systems or are compatible with hydration reservoirs. External attachment points: Look for backpacks with external attachment points for carrying gear like trekking poles, ice axes, or sleeping bags. Compression straps: These help to secure your load and prevent it from shifting around inside the backpack.",ZaySoo,Laptop Backpack Multiple Compartments Padded Shoulder Straps Or Durable Fabric,,699,N/A,https://amazon.in/dp/B0C1JWGB58
B07G44G1DC,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD,Gear Vintage2 28L Medium Faux Leather Water Resistant Anti Theft Unisex Laptop Backpack for Men/Women- Black,,979,4.4,https://amazon.in/dp/B07G44G1DC
B07G4D13LB,,,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,,979,4.4,https://amazon.in/dp/B07G4D13LB
B09KSBHC18,,,"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",,309,4.4,https://amazon.in/dp/B09KSBHC18
B09CMS3K2S,,HalfMoon,Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,,599,3.5,https://amazon.in/dp/B09CMS3K2S
B0CFLF6HMS,"""Designed to cater to the needs of modern professionals & students alike, this WALKENT 25 Liter Laptop Bag seamlessly merges elegance with practicality. Crafted by the renowned brand WALKENT, this bag is a testament to our commitment to innovation & qualityFeatures:🎒25 Liter Capacity: Offering ample space, this bag effortlessly accommodates your laptop, books, documents, & more🎒Anti-Theft Features: Safeguard your belongings with the built-in combination lock featuring a name tag, along with an anti-theft back pocket specially designed for storing mobile wallets🎒Side Bottle Pockets: Stay hydrated on the go by conveniently stowing your water bottles in the side pockets 🎒Front Pocket: Access your essentials swiftly with the strategically placed front pocket, designed for your convenience🎒Two Large Compartments: Organize your belongings efficiently with two spacious compartments 🎒Extra Sturdy Handle with Steel Wire: Carry heavy loads confidently with the bag's extra sturdy handle reinforced with a steel wire🎒Cushioned Laptop Compartment: Your laptop stays safe & protected in the cushioned compartment, shielded from impacts during transit🎒Waterproof Exterior Fabric:  The waterproof exterior fabric keeps your valuables dry & secure🎒Reflective Outer Material: Be visible even in low-light conditions with the bag's reflective outer material, enhancing safety during nighttime🎒Cushioned Shoulder Strap & Back: The cushioned shoulder strap & back provide optimal comfort, enabling you to carry even the heaviest loads with ease🎒Versatile Design for All: Designed for both men & women, this bag suits a range of environments, be it the office, college, or schoolCrafted for those who demand style without compromising on security & functionality, this bag seamlessly integrates anti-theft features, ample storage, & comfort-enhancing elements",Walkent,"WALKENT Stylish & Durable 15.6"" Laptop Bag | Anti-Theft Lock & Pocket | Waterproof | Side Bottle Pocket | 2 Compartment | Men & Women | Office & College",,1490,N/A,https://amazon.in/dp/B0CFLF6HMS
B0BP7JFYDV,,,Kuber Industries Marvel Avengers School Bag for Kids|Stylish Backpacks for Kids|Rexine Waterproof Shoulder Straps Bag (Blue),,664,3.9,https://amazon.in/dp/B0BP7JFYDV
B0C4GVK22X,,,Elegant 16 inch 28 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,,799,4.0,https://amazon.in/dp/B0C4GVK22X
B0B8VHB7SP,"With comfort and functionality as priorities, lots of people now use backpacks for their everyday commute — just throw it over your shoulders and you’re hands-free. Made for the casual, yet practical office-going person, this backpack has the perfect capacity for carrying all your essentials on a working day. 3 large compartments, 1 side bottle holder. The back and shoulders are padded, so the bag is easy to carry, even with a full load. This bag is very durable, so your belongings are well-protected.","FOREVER BAGS I BLDNG.NO.B7B, GALA NO.102103104, Parasnath Complex, Bhiwandi-421302","Forever Alpha Laptop Backpack | Designed for Office, School College & Travel",,659,N/A,https://amazon.in/dp/B0B8VHB7SP
B0C5RL3F5L,"The Perfect Laptop Backpack: This backpack is ideal for the storage of your gadgets. It has compartments dedicated for safekeeping of your laptop and other accessories such as tablets, keys, chargers, etc. Durable Build: This laptop bag is durable and sturdy in nature. It is made using Nylon which has a long life. The make of the bag is durable and can take weight upto 7Kgs easily. Water Resistant: This backpack is made from Nylon which is also water resistant in nature. This ensures that your belongings are safe in a light shower. However please note that no bag is ever waterproof as water can always seep in through the zips thus we recommend using a rain cover for 100% protection. Neat Storage: This laptop bag is equipped with multiple internal and external pockets that allow you to segregate your belongings and store them in a neat and organised manner. Organizer Pockets: This bag also has an accessible front zipped pocket. This is ideal for storing small necessities which need to be accessed regularly. It allows convenient accessibility. Comfortable Straps: Apart from having a dignified appearance and an extensive utility, this bag also offers comfort. It has padded shoulder straps that efficiently reduce the strain on your shoulders and back.",J.k Enterprises,"Dolfin WaterProof Unisex Laptop Backpack 32L with USB Charging Port C, 15.6 inch Compartment, Water-Resistant and Scratch Resistant, Premium Material Laptop Office Bag for Men and Women",,1699,5.0,https://amazon.in/dp/B0C5RL3F5L
B07465RK1M,,No,Lunar's Comet 35L Water Resistant Travel Bagpack/College Backpack/School Bag/Office Bag/Business Backpack/Daypack for Men and Women with 1 Year Warranty,,778,4.0,https://amazon.in/dp/B07465RK1M
B07XSTR69N,"Vault backpack is the only true ant theft backpack in the market. With an anti theft construction which keeps your laptop close to you, It also has an actual fixed lock so your belongings are always Completely secure. To protect your credit and debit cards, there is a dedicated rid pocket for your wallet. It also comes with a USB port to charge your devices on the go. The main compartment has been thoughtfully designed with tiny pockets so you can keep all your stuff organized.",Safari Industries India Ltd,"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)",,997,4.0,https://amazon.in/dp/B07XSTR69N
B07BNNKJ7J,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",No,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),,249,3.8,https://amazon.in/dp/B07BNNKJ7J
B083DZVFZM,,Double R Bags,satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,,516,3.9,https://amazon.in/dp/B083DZVFZM
B0C6HZDWRQ,,,"TRUE HUMAN® EMPEROR 15.6 inch laptop bag with USB charging port Laptop bag,office bag, college bags anti theft (CAPTAIN)",,649,3.9,https://amazon.in/dp/B0C6HZDWRQ
B0BJ75WR71,"A super sleek, sporty and casual 32L backpack FIFA backpack for all the football fans. Ideal for college student or a day outings. Big enough to carry all your essentials. Sleek enough to carry it with ease. Sporty and Stlyish backpack with 3 compartments, 1 front slip in pocket, printed ID tag, slip in file compartment, multilevel organizer with key chain holder, bottle holder with satey loop, built to last straps","VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",Skybags Chase 32L Unisex Adjustable Strap Polyester Red Backpacks,,1154,4.2,https://amazon.in/dp/B0BJ75WR71
B097JM98M1,"Seek 32L is a compact offering from Safari's overnighter laptop backpack ranges. Equipped with a unique offering of luggage-like opening (or book opening), this bag is perfect to meet ALL your travel needs - Work or Adventure Leisure! Made out of water-resistant fabric & front panel design, it serves as a highly elegant look. On the inside, cross packing straps are provided to help organise your packing. With a 17"" laptop and a tablet compatibility compartment Seek 32 has a total capacity of 32 liters, provided with compression straps and breathable back mesh that prevents the back of the backpack from overheating. Go ahead and add this friendly Seek overnighter backpack to your travel collection, whether it be for a short business trip or a weekend getaway!",Safari,"Safari Seek 32 Ltrs Overnighter Travel Laptop Backpack (Blue), Water Resistant Spacious Bag for Travelling and Camping, All-Purpose Bag for Business & Leisure",,2049,4.3,https://amazon.in/dp/B097JM98M1
B09RK4BRPM,,,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",,1899,4.4,https://amazon.in/dp/B09RK4BRPM
B07JVBVY1L,"Model No : SB1160Hammonds Flycatcher® is Designed for the discerning and incorporates richness in design, material and metal.Using a specialized oil tanning method to create the unique look of the leather, this Genuine Leather bag is stylish, durable and built tough.We take extreme care in the grading and selection of the leather,this results in more uniformity and consistency in the look, feel and performance of the product. High quality Antique brass finished accessories further enhance the rugged styling and durable nature of this laptop bag.Product Detail :-●Padded, non removable adjustable nylon long shoulder strap●Genuine Metal Hardware : durable enough for daily use● Zip-top closure●Pure Genuine Leather●CFC two way zipper to ensure that as the most used component●Heavy Duty Doghook, Iron Dee, Long Sling●Long Sling: Can carry weight Up 60 Kgs●Lining - Made in Surat, Gujrat●Stitched By Imported machine●Quality thread Used●Padded Shoulder Pad with Brand Embossed● Dimention(cm): L=22,B=7,H=26 Roomy and Multifunctional Structure: Inner Compartment 1 Zipper pocket 1 Cell phone pocket 1 Wallet pocket2 Pen PocketOutside compartment1 Main Compartment1 Zip pocket 1 Magnetic closure pocket 1 Back Zip PocketHammonds Flycatcher® Bags ships with an adjustable strap and you can wear it as a shoulder bag, cross body/ messenger bag!",Hindustan Foam,,,N/A,N/A,https://amazon.in/dp/B07JVBVY1L
B083M2CSTW,,Hindustan Foam,,,N/A,N/A,https://amazon.in/dp/B083M2CSTW
B07PPHY9JS,,Hindustan Foam,,,N/A,N/A,https://amazon.in/dp/B07PPHY9JS
B0851GVBD1,,Hindustan Foam. Kolkata-700039,,,4289,N/A,https://amazon.in/dp/B0851GVBD1
B09ZYMT7V1,,Encon Impex Pvt Ltd,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,,4990,4.4,https://amazon.in/dp/B09ZYMT7V1
B0BGSV19KZ,,Encon Impex Pvt Ltd,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",,1999,4.4,https://amazon.in/dp/B0BGSV19KZ
B0C2D24G29,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.",Tabelito Trade India,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",,399,4.0,https://amazon.in/dp/B0C2D24G29
B07GGS4RDV,"HP essentials backpack dualtone 15. 6"". It's made from polyester and nylon. The colour available is grey and black.",No,"HP Essentials Polyester Black, Grey Laptop Backpack",,1199,4.1,https://amazon.in/dp/B07GGS4RDV
B0BYDXVM5Q,"Take your tech around town in the one bag that holds it all. Whether you’re working from home or the office, in a café or meeting, here or anywhere—you’ll need a lightweight backpack with the pockets, protection, and comfort to keep you moving. Open the possibilities of productivity.Make room for making moves all around town and the world in one spacious yet sleek backpack. Put everything in its place with pockets big, small, secure, and easily accessible. Designed for packing light for fast moves, or expanding for your journeys.",,HP 320 15.6-inch Backpacks/Trolley Pass-Through; Padded Back Panel; Padded air mesh Panel/Hand wash and air Dry/Padded Laptop Pocket/1 Year Limited Warranty (793A6AA),,1049,3.9,https://amazon.in/dp/B0BYDXVM5Q
B07PBKQXCZ,,,HARISSONS Delta 39L Laptop Backpack (Black-Orange) for Office & Travel Purpose | School Bag for Children with a Multi-Purpose Handy Pouch and Dedicated Laptop Cradle (15.6 inch) | Water-Resistant,,2099,4.2,https://amazon.in/dp/B07PBKQXCZ
B08LBWVQD9,,Harissons Bags Pvt Ltd,"HARISSONS Speckle 36L Laptop Backpack for Men & Women | Ideal School Bag with Easy Access Pockets & Handy Pouch | Water Repellent 15.6"" Office Backpack with a Detailed Organizer",,2174,4.3,https://amazon.in/dp/B08LBWVQD9
B0C2D2GPWJ,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.",Tabelito Trade India,"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",,399,4.0,https://amazon.in/dp/B0C2D2GPWJ
B08L7JQ9V8,,Harissons Bags Pvt Ltd,"HARISSONS Glint 36L Laptop Backpack for Office & Travel purpose | Easy Grab Handle, Detailed Organizer & Easy Access Pocket School Backpack | 15.6"" Polyester Backpack for Men & Women",,2249,4.1,https://amazon.in/dp/B08L7JQ9V8
B09D3YJ9WX,,,HARISSONS Bags Volt 15.6 inch Office Laptop Backpacks for Men and Women 24 Ltrs with 2 Front Zippered Pockets & Spacious Large Compartments | External USB Gate for easy Charging,,1504,4.1,https://amazon.in/dp/B09D3YJ9WX
B077WSKG53,"Vivinkaa is a young and vivacious brand full of energy and fun that is committed towards offering a wide range of high quality unique products with finest craftsmanship and best price to ensure a awesome buying experience. This bag will catch all the attention and will lead to a perfect finishing touch to your look. This is a very fashionable bag which you can carry with you everyday. It will complement all types of outfit and has ample space to carry all your essentials. Also good for your casual outing and shopping. This bag is a ethnic cotton printed stylish sling bag with pu trims, fringes & tassels.",No,"Vivinkaa Sling Bag for Women, Bags for Women, Sling Bag, Purse for Women, Sling Bag for Women Stylish, Sling Bag for Girls, Women Sling Bag, Bag for Girls - Indigo",,516,3.8,https://amazon.in/dp/B077WSKG53
B09TPY1G1W,,ADISA,ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,,499,3.9,https://amazon.in/dp/B09TPY1G1W
B0BFXCHQZ5,,SHRI SALASAR ENTERPRISES,"BEAUTY GIRLS By HOTSHOT Girls School Bag (15ltr , Navy Blue, 1565)",,549,3.7,https://amazon.in/dp/B0BFXCHQZ5
B0B7RVY9GR,,,"Storite Nylon 44 cms Imported Travel Duffle Bag Sports Gym Shoulder Bag for Women with Wet Pocket & Shoe Compartment Weekender Overnight Travel Luggage Bag (Grey, 44 x 18 x 29 cm)",,1199,4.1,https://amazon.in/dp/B0B7RVY9GR
B07G4F3758,,Gear,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,,979,4.3,https://amazon.in/dp/B07G4F3758
B081RLHHCY,,,Asus ROG BP1501 39.62 cm (15.6-inch) Gaming Laptop Backpack (Black),,1499,4.3,https://amazon.in/dp/B081RLHHCY
B09V5HRYR7,"Teal in color so that it does not catch dust easily || A SECRET POCKET at bottom || Designed For Comfort- back padded and padded strap for more comfort || made from heavy quality nylon and polyester || best quality zip and chain used || It is fully waterproof to protect your books laptop from rain || best quality material used to design its inside structure || a fully paddded laptop sleeve that fit to all sizes and companies of laptop like HP , Dell , Asus , Lenovo , mi etc",Capriff,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,,699,3.8,https://amazon.in/dp/B09V5HRYR7
B01MYGQ2LJ,,No,"HARISSONS Concord Polyester 38 L Grey 15.6"" Professional Office Laptop Backpack for Men and Women with Quick-Access Front Pocket & Detailed Organizers | ERGO-GRIP Backstraps & Bottom Protection",,2537,4.2,https://amazon.in/dp/B01MYGQ2LJ
B07MK7G5Z2,,No,"HARISSONS Sirius 45 Ltrs Executive Laptop Backpack for Men & Women, Compatible Upto 15.6 Inch | Built-in Waterproof Raincover, USB & Headphone Charging Connector & Free Laptop Charger Pouch",,3411,4.3,https://amazon.in/dp/B07MK7G5Z2
B07QD1M3R9,"DZert Provide Premium quality bags which are non-toxic and made up of soft velvet because our priority is to provide best and high-quality bags/ backpack to your kids.A small bag is ideal for small kids as they can be able to use this bag forSchool OutdoorsTravelling BagCarry BagPicnic BagChildren organize all your essentials for the trip or for any activity. Adjustable strap and enough space to carry things like,SnacksToysLunchboxFruitsSmall booksPencil boxStationery itemsAge Group Suitable for 2 to 5 Years KidsGift this soft, smooth bag/ backpack to your loved one..",Rushi Enterprise,DZert Kids School Bag Soft Plush Backpacks Cartoon Boys Girls Baby (2-5 Years),,200,3.7,https://amazon.in/dp/B07QD1M3R9
B07G4CYC74,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",Gear Merchandise PVT LTD,Gear Classic 20L Small Size Faux Leather Water Resistant Anti Theft Unisex Laptop Backpack- Tan-Black,,969,4.4,https://amazon.in/dp/B07G4CYC74
B08NYGDLCN,"‘Trail’ by F Gear is a fanny pack which is spacious, trendy, exclusive & easy to carry. This is unmatched in terms of looks and personality. To describe it briefly here are the following points: 1. This having a small front zippered pocket with a top release buckle & two side zippered pockets suitable for many small accessories like keys, pen drive, Bluetooth etc. 2. One back pocket suitable passport/mobile etc. 3. This fanny pack has a huge main compartment suitable for wallet, small notepad, pen, sunglasses & other belongings and the top hood consists of drawstring closure for keeping flashlight etc. 4. This fanny pack comes with a Premium YKK Japanese Zippers& sliders with an adjustable waist strap & with the two molle loops for hanging keychains, bottles etc. 5. This fanny pack is made of soft leatherette fabric and is treated to make it water-resistant. 6. Comes with The F Gear promise of quality and durability.",Uber Fashion Merchandise Pvt Ltd,F Gear Trail Sports Waist Bag (Marpat WL Camo),,479,4.4,https://amazon.in/dp/B08NYGDLCN
B0BVZLCF4L,"🎒About The Product🎒 Choose a backpack that's the right size for your needs and has enough capacity to carry all your gear. Look for a backpack made from durable, water-resistant material that can withstand the elements. backpack should have padded shoulder straps, a hip belt, and a back panel that provide comfort and support during long hikes. Multiple pockets and compartments help you organize your gear and make it easy to access everything you need. If you plan to carry a laptop, look for a backpack with a padded laptop sleeve to protect your computer. Hydration system compatibility Some backpacks have built-in hydration systems or are compatible with hydration reservoirs. External attachment points Look for backpacks with external attachment points for carrying gear like trekking poles, ice axes, or sleeping bags. Compression straps These help to secure your load and prevent it from shifting around inside the backpack. 🎒Specification🎒 Outer material: Nylon Capacity: 35 liters approx Weight: 600 grams approx Dimensions: 33cms x 17cms x 43cms (LxWxH)approx Number of compartments: 2 Pocket Description: Utility Pocket Style Name: Traditional Backpacks Closure Type: Zipper Age Range Description: Adult Special Features: Back Padding , Zipper Lock System.",ZaySoo,ZaySoo Stylish Casual Laptop Backpack/Office Bag/College Bag/Business Bag/Travel Backpack - Black,,499,N/A,https://amazon.in/dp/B0BVZLCF4L
B0C4HHXGZJ,,,"UHIBBUK 45L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover 2.0",,599,N/A,https://amazon.in/dp/B0C4HHXGZJ
