asin,description,manufacturer,name,no_of_reviews,price,rating,url
B09QJ7ZF2Y,,,TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),,599,3.7,https://amazon.in/dp/B09QJ7ZF2Y
B09VGNTDRZ,,,Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,,1899,4.2,https://amazon.in/dp/B09VGNTDRZ
B0C28QQMFJ,"Stay organized all day with Fur Jaden's durable and lightweight pro series backpack. This smart tech laptop backpack is a stylish and functional accessory for men and women. It adds admiration to an appealing and daring personality with remarkable aesthetics and functionality. It comes with a utility pocket in the main compartment which helps keep smaller accessories and belongings in place. Fur Jaden's Pro Series functional backpacks are apt for professionals looking to stay connected to their devices all day long as it features a smart in-built USB Type-A and USB Type-C charging port station which also supports reversible charging. This smart backpack also features an anti-theft pocket on the back to protect your gadgets and belongings from being stolen while you travel, now keep your belongings safe with style. The backpack features a 180 Degree openable padded gadget compartment that you may use to store your laptop and tablets safely. Weighing about 900 grams, this backpack is lightweight and easy to carry all day long. This tech backpack from Fur Jaden is able to house laptops of up to 15.6 inches and has several pockets to place mobile phones, pens, power banks, etc. Made from premium & durable quality PU, Fur Jaden Pro Series backpacks are sturdy and reliable. Flaunt this uniquely designed handcrafted Fur Jaden bag with style as it helps elevate your style quotient. This backpack is suitable for working professionals and uber cool college students . The straps are designed to distribute weight equally on each shoulder preventing any sort of discomfort. This stylish laptop backpack comes with a convenient grab handle which not only adds convenience but also helps grab a lot of attention.",Fur Jaden,FUR JADEN Pro Series Smart Tech Anti-Theft Laptop Backpack With USB-A and USB-C Type Charging Port for Men & Women For Business Professionals & College Students,,3499,4.6,https://amazon.in/dp/B0C28QQMFJ
B09ZYQJHXR,,Encon Impex Pvt Ltd,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,,4990,4.4,https://amazon.in/dp/B09ZYQJHXR
B09CQ5T3LN,Backpack,,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,,1399,4.1,https://amazon.in/dp/B09CQ5T3LN
B08Z1HHHTD,"Ideal for a college student who does not carry a lot of books or laptop to college. Very stylish, slim and feature loaded Backpack",VIP Industries Ltd,Skybags Brat Black 46 Cms Casual Backpack,,649,4.1,https://amazon.in/dp/B08Z1HHHTD
B07CJCGM1M,,,American Tourister Fizz Large Size 32 Ltrs Casual Backpack (BLACK),,1199,N/A,https://amazon.in/dp/B07CJCGM1M
B084Z2LYDR,"Gain instant access to the things that you need in a jiffy. Its drop-leg holster design sits tight with you when you’re out and about while the intelligent storage segregation allows a solid amount of gear to be carried at one go. Momentum, now gets streamlined with the Carbonado™ Vector.How to get your Vector on:The Vector comes with two adjustable straps made of the same materials that car seat belts are made out of.The classic holster:Simply strap the larger waist strap around your waist and adjust the puller till you’re comfortable. Once that’s done, just buckle it in.Now, take the smaller adjustable thigh strap around your thigh and hook it on to the D-ring.Two simple and easy steps and voila…you’re good to go!The cross-body:Additionally, the Vector can also be worn cross-body, across your shoulders if you choose to.Just take the larger waist strap and run it across your preferred shoulder and buckle it in. The thigh strap can be removed. We promise that you’ll look just as cool as you would with it around your waist!Features:A large zipper pouch with a deep pocket allows you to store items that are otherwise impossible to carry.The open-front velcro pouch is meant for your bulky items that you may need access to in a hurry, like perhaps your wallet or a pack of business cards.The concealed, smaller zipper pouch below the velcro flap does exactly what it’s meant to do…give you concealed storage for smaller items that definitely need an eye to be kept on!A small, velcro pouch along the waist allows you to store your car keys, earphone case, contact lens case or anything that fits within your palm.",No,,,889,N/A,https://amazon.in/dp/B084Z2LYDR
B0BYSZ3TKW,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",FUR JADEN,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",,799,4.4,https://amazon.in/dp/B0BYSZ3TKW
B07XXFB9CZ,"Sfane Sports Bag practical everyday sizing make it great for hauling just about anything.Big compartments holds Sports Clothing, Gloves, Shaker, Sports ball, Sports Accessories, etc. Or anything that might be wet or soiled. High quality provide years of dependable service. Made in India.",No,Sfane Polyester 23cms Duffle/Shoulder/Gym Bag for Men & Women with Separate Shoe Compartment (Grey),,387,4.3,https://amazon.in/dp/B07XXFB9CZ
B0CB8B1KMW,"TORA, designed for creators who are constantly on the move. With its removable modular camera pouch, and an additional organiser insert this versatile bag offers unparalleled functionality and durability. The hardshell exterior ensures the utmost safety and security for your camera and lens while you're on the go. And when you're not using your camera gear, TORA seamlessly transitions to become your everyday carry with the organiser insert keeping all your essentials within reach.",Bplugd IOT Pvt Ltd,,,2289,N/A,https://amazon.in/dp/B0CB8B1KMW
B09VTDMRY7,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",FUR JADEN,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",,679,4.0,https://amazon.in/dp/B09VTDMRY7
B09VCLZ3K4,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.",Amazing Bags,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,,849,3.9,https://amazon.in/dp/B09VCLZ3K4
B0BQ7C1G23,"Carbonado Turtle, the all new hard shell based drop leg bag is an innovative take on the classic leg pouch with added rigidity. It is built out of EVA hard-shell to create an unmatched balance of durability and safety. If you are a traveller looking for a new way to carry your essentials, the Carbonado Turtle is your go to buddy.",,,,1290,N/A,https://amazon.in/dp/B0BQ7C1G23
B01FUKZRCU,,No,COSMUS Laptop Backpack for 15.6 inch Laptop Linux 39 litres Office Laptop Backpack,,1878,4.3,https://amazon.in/dp/B01FUKZRCU
B0BM4PB5Y6,"The backpack for both Work and Travel. With its exceptional design, you can use it at office, leisure trip or any small outing too. It is more than simply a Backpack; it will be your great companion wherever you go. Its USB charging port ensures your device never runs out of power when you need it most. It offers ample of space for your other belongings too apart from well-organized gadget pockets. It has some unique features like:- ✈【WATER RESISTANT】- 6MM anti-collision sponge layer. This fashion backpack is made of durable waterproof and dustproof nylon and oxford fabrics to perfectly protect your items from rain, easy to clean up. ✈【LARGE CAPACITY】-This backpack has multiple storage compartments which can be used as additional supplies and accessories for laptops, iPhone, iPad, pens, keys, wallets, books, clothes, bottles, passports, etc. ✈【SUPER CONVENIENT】- There is a USB port outside the backpack to charge your Smartphone and Tablet. ✈【LIGHTWEIGHT】- The backpack is very lightweight. Even if you will carry it for a long time, you won't feel very tired. ✈【UNISEX】- The backpack adopts neutral design, which can be used by men, women, students. ✈【UNIVERSAL BACKPACK】-The backpack is suitable for various environments such as travel, business, shopping and hiking. DIMENSIONS: 17"" x 4.3"" x 10""",,DISHIN Polyester Anti Theft Water Resistant Premium Backpack with USB Charging Point - Fashion Bag Multicolour,,999,2.1,https://amazon.in/dp/B0BM4PB5Y6
B0BX3QFVSM,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road.",ADISA,ADISA 31 Ltrs Casual Backpack School College Bag Pack,,399,4.0,https://amazon.in/dp/B0BX3QFVSM
B08BP5CYDV,,Lunars,"Lunar's V-Line Backpack for Men, Blue | 35L Water Resistant School Bags for Boys | Stylish, & Durable | College Bags for Men/College Bag for Girls | 1 Yr Warranty",,735,4.1,https://amazon.in/dp/B08BP5CYDV
B0BTD4S4XF,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",EXPERTS,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER",,1399,4.3,https://amazon.in/dp/B0BTD4S4XF
B09NNYCQ1Q,,URBAN CARRIER,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,,431,3.5,https://amazon.in/dp/B09NNYCQ1Q
B0BYB631NR,,Rama luxury store,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",,599,3.7,https://amazon.in/dp/B0BYB631NR
B07Q7CNPMV,"Be it your short trips or your daily travel across the city, daypack has got you covered. With a 15 litre capacity daypack lets you carry your wallet, umbrella, kerchief, keys, earphones, Notepad, pens and other Essentials. The drawstring compartment lets you dump things that you pick up on your way. Compact Size and 2 Compartment.",Safari Industries India Ltd,Safari Compact Size 15 Ltrs Casual Backpack For Unisex Adult - Sea Blue,,329,4.0,https://amazon.in/dp/B07Q7CNPMV
B071HDVLD6,"Laptop Backpack with Easy-to-Pack Design Smart enough for the office, sturdy enough for the trails, cool enough for student life – in the Altmont Classic range, we made an every-pack that stands up to every eventuality. Engineered to bear heavy loads of books, devices and laptops, the Altmont Classic Deluxe Laptop Backpack’s look is stripped of peripheral details and realized in a thick, robust fabric of blue or olive. It loads from the top via an over-pack zip that, when opened, reveals an interior loaded with pockets for devices, phones, pens and even a Swiss Army Knife – all for easy packing. On the exterior of the bag is a large zipped pocket to the back for loading and unloading laptops, while to the side are vertical zipped bottle-holding pockets, one equipped with a useful Swiss Army Knife bottle opener tool. ""FROM THE MAKERS OF THE ORIGINAL SWISS ARMY KNIFE""",No,Victorinox 20 Litres Olive Laptop Backpack (602144),,5634,4.3,https://amazon.in/dp/B071HDVLD6
B0B691HSL3,"If you feel all backpacks are just the same old boring black and grey bags, read on. Especially if you are stylish and are looking for one that will complement your style. This handcrafted uppercase RollTop Laptop Backpack is the perfect stylish, sleek, and sturdy yet lightweight laptop backpack. It is large enough to hold a 15"" laptop and leave you more than enough space to pack your other essentials. It is visually striking with a classic European design. Whether you are a college student or a working professional, this is the ideal everyday backpack. Designed with care - Spacious compartment that can carry 3+ A4-sized books or a set of clothes, and all your essential chargers and electronics. - Internal organiser to store your power bank and cables. - Front access pocket to easily carry important small items. - Bottle holder on the side. - Convenient trolley sleeve on the back allows it to be securely placed on a trolley for longer journeys. - Superior material quality - Premium Nylon-sheen fabric gives the backpack a smooth and glossy feel that is a joy to touch. - Air mesh on the back optimises breathability and regulates temperature while you wear the backpack. Designed for good - A promise of sustainable and ethical production uppercase is committed to partnering with you in building a world more beautiful. All our products are made from sustainable materials and are GRS (Global Recycle Standard) certified. Our manufacturing processes conform to the highest and most stringent GRS criteria. We ensure fixed working hours, minimum wages, and no child labour. We maintain strict standards in factory safety, energy management, and waste disposal management. We do not use any restricted or harmful chemicals. Every Roll Top Laptop Backpack bought helps reduce 9 1-litre plastic bottles from the planet, helps conserve 117ml of crude oil, and prevents 584g of CO₂ emission. * *Approximate calculations based on information available on www.textilevaluechain.in",Acefour Accessories Pvt. Ltd.,uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,,1000,4.2,https://amazon.in/dp/B0B691HSL3
B09ZYNHVKZ,Red Lemon Backpack,,"Red Lemon BANGE Captain Business Smart Backpack Waterproof fit 15.6 Inch Laptop Backpack with USB Charging Port,Travel Durable Backpack for Men and Women",,3799,4.5,https://amazon.in/dp/B09ZYNHVKZ
B0BRMWDNZ7,,Acefour Accessories Pvt. Ltd.,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty",,2400,4.3,https://amazon.in/dp/B0BRMWDNZ7
B0855F8174,,Bagneeds,Bagneeds Men's Black Synthetic Leather Briefcase Best Laptop Messenger Bag Satchel for Men,,699,4.1,https://amazon.in/dp/B0855F8174
B09B26MB5M,,Safari Industries,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",,609,3.8,https://amazon.in/dp/B09B26MB5M
B071KNXQ7Y,,,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,,499,4.2,https://amazon.in/dp/B071KNXQ7Y
B07222KX3S,,,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag (Black),,459,4.2,https://amazon.in/dp/B07222KX3S
B07F3X45WZ,,ADISA,ADISA Light Weight Laptop Backpack 32 Ltrs,,499,4.0,https://amazon.in/dp/B07F3X45WZ
B07G3CG9FC,,ADISA,ADISA Laptop Backpack 31 Ltrs,,399,4.0,https://amazon.in/dp/B07G3CG9FC
B0C594SZQ7,,THE HUTCH ENTERPRISES,Veneer Synthetic Leather 30 Litre Casual 15.6 Inch Laptop Shoulder Business Travel Backpack for Unisex,,1774,N/A,https://amazon.in/dp/B0C594SZQ7
B098FG3GVX,"The Cross Training Duffel from Gear is the optimum solution for an all-purpose duffel bag - whether its the gym, that weekend travel, the training field or the sports arena. Every Gear Bag is tested in real world conditions and crafted with user insights to achieve optimum functionality.",Gear Merchandise Pvt Ltd,Gear Polyester 23 Cms Travel Bag(DUFCRSTNG4314_Khaki),,478,4.1,https://amazon.in/dp/B098FG3GVX
B0B9T4YDPX,,Acefour Accessories Pvt. Ltd.,"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls(Pink)",,1200,4.4,https://amazon.in/dp/B0B9T4YDPX
B08HM4TQZZ,,ah arctic hunter,"Golden Wolf Laptop Bag Anti-theft Backpack with Lock College School Laptop Backpack with Rain Cover Water Resistant Business Backpack with USB Port for 15.6-inch Laptop Office Travel Bag for Men and Women Gifts, Dark Grey",,1999,4.4,https://amazon.in/dp/B08HM4TQZZ
B0B21XCFRM,,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",Skybags Unisex Gucci Fabric Backpacks,,789,3.8,https://amazon.in/dp/B0B21XCFRM
B0BPVLXD53,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,,599,3.8,https://amazon.in/dp/B0BPVLXD53
B08WQ668WJ,"A super-slim design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.Product Description",Atulitu Agency,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,,843,3.6,https://amazon.in/dp/B08WQ668WJ
B07FWQ9HRV,,,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,,269,4.0,https://amazon.in/dp/B07FWQ9HRV
B0BBLZ2KT8,,"SWISS MILITARY CONSUMER GOODS LIMITED W-39, OKHLA INDUSTRIAL AREA PHASE-2, NEW DELHI - 110020","Swiss Military laptop Bag, Camouflage Print Multi Utility Backpack, Polyester, Adjustable Strap, USB Charging Socket (LBP96)",,1202,3.3,https://amazon.in/dp/B0BBLZ2KT8
B09B28M2RN,,Safari Industries,Safari Sheild 26 Ltrs Water Resistant Casual Backpack - (SHEILD19CBBLK),,709,4.0,https://amazon.in/dp/B09B28M2RN
B0BSHBH9K2,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.",Fur Jaden,"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",,1329,4.1,https://amazon.in/dp/B0BSHBH9K2
B0BC48NDJP,,Acefour Accessories Pvt. Ltd.,"uppercase 22 Ltrs Large (14.6 inch) Laptop Backpack 2900EBP1 Bucket Outdoor 3x more water repellent sustainable bag with Rainproof zipper & Detachable organizer for Men, Women, Boys and Girls , 750 Days warranty",,1600,4.4,https://amazon.in/dp/B0BC48NDJP
B0B21XYWWH,A super sleek and casual 10L daypack. Ideal for college student or a day tour. Big enough to carry all your essentials. Sleek enough to carry it with ease,"VIP Industries Limited, DGP House, 88C, Old Prabhadevi Road, Prabhadevi, Mumbai 400025. India",Skybags Unisex Red Gucci Fabric 10L Backpacks,,460,3.8,https://amazon.in/dp/B0B21XYWWH
B0BPVCBFM7,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",ADISA,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,,599,3.8,https://amazon.in/dp/B0BPVCBFM7
B08CY1XYFL,,Korrun India Pvt. Ltd.,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green",,1499,4.3,https://amazon.in/dp/B08CY1XYFL
B09WZKHSDR,,,"Bennett Casual Laptop Bag School Bags for Boys Girls 15.6-inch, 25 LTR Office & College bags for Mens Water Repellent Backpack for Men & Women (GREY)",,512,3.9,https://amazon.in/dp/B09WZKHSDR
B08FM6X8KZ,,,HP 5 ltrs (2 cms)backpack(1D0M5PA_black),,1499,4.2,https://amazon.in/dp/B08FM6X8KZ
B0C3RNFHHV,"At Spenz Bags, we provide the highest quality backpacks with the most reasonable cost so every customer can find a backpack they actually love to carry. To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment.",Spenz Bags,"SPENZ BAGS Travel Laptop Backpack for Women & Men|Carry On Bag, College & School Students Bookbag With Raincover",,845,4.0,https://amazon.in/dp/B0C3RNFHHV
B07V4RTGPL,,,Husker Nylon GUFF Business Travel Backpack Laptop Bag with USB Port (Black),,2499,4.7,https://amazon.in/dp/B07V4RTGPL
B09688CSCZ,"Half Moon backpack is designed to be used everywhere you can use it as:- college bag(as it has numerous pockets inside), school bag(there is very large space inside the bag that can be used to carry numerous books), travel backpack(the volume of this backpack is 35 litres and that is enough for travelling), laptop bag(as it contains a laptop sleeve). It is navy in colour so that it will not become dirty easily it has padded straps to make it easy to carry. It is fully waterproof to protect your laptop, books etc from water and rain. The material used in this bag is dust-free so, that it can produce your backpack from dust. It has a rain cover which is very useful in the rainy season to protect your backpack from rain. It can be used everywhere as well as by everyone be it menं , womenं , boys and girls.",HalfMoon AB Amazing Bags,Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),,698,3.9,https://amazon.in/dp/B09688CSCZ
B09RK6NCGC,,Trajectory Marketing LLP,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,,1399,4.1,https://amazon.in/dp/B09RK6NCGC
B07GXYHFCY,,No,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,,339,3.8,https://amazon.in/dp/B07GXYHFCY
B079DV66TY,"Two compartments for better organisation, quick-grab haul loop, side pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying.",No,Wildcraft 29.5 Ltrs Green Casual Backpack (11650-Green),,994,4.1,https://amazon.in/dp/B079DV66TY
B08YZ5XY31,,"Akshaya Rubbers, Hebbal Industrial Area, Mysore",Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,,819,3.9,https://amazon.in/dp/B08YZ5XY31
B0B7DL5GMY,Pinklips Shopping Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS),Pinklips Shopping,Pinklips Shopping korean band boys girls Theme Fan Art Laptop Bag Casual School Backpack (COMBO OF 3-SIZE BAGS) - PINKBAGS_777,,1399,3.7,https://amazon.in/dp/B0B7DL5GMY
B09GYGCK54,"Urban Carrier Always Stylish Trendsetter backpack is stylish and appeals to todays generation and lifestyle. This backpack is made of extremely tough and durable materials. Its designed to carry and protect laptops up 17 screen size with spacious compartments and multiple pockets to carry your belongings. The larger main compartments with front easy to access pockets, side mesh pockets for water bottle storage provide generous storage in this sporty, durable backpack. Built to protect and transport up to 15.6"" laptops and tablets with space for your accessories and business tools, Trendsetter is designed for the modern commuter; fitting in overhead compartments or beneath the seat. Contains 2 Air mesh water bottle compartments. Grab It. Shoulder It. Grab and go handles. Padded shoulder straps keep you comfortable on the move.",,URBAN CARRIER Large 45 Liters Medium Backpack for school and colleges laptop bag luggage bag travel bag Unisex office bag for men Waterproof School Bag for girls stylish backpack for men,,579,3.9,https://amazon.in/dp/B09GYGCK54
B09WDGZ32L,,HalfMoon,Half Moon 55 litres Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover,,979,4.0,https://amazon.in/dp/B09WDGZ32L
B0BJZQ3ZR9,"Boldfit pocket bag is durable material for comfortable and long-lasting usage our fanny packs for women men are made of high quality material which is -resistant, durable and light-weight . Our mobile bag for men ensure a secure & long-lasting usage of fanny bag.",Boldfit,Boldfit Waist Bag for Men Fanny Pack for Women Fanny Pack for Men Waist Bag for Women Chest Bag for Women Waist Pouch for Men Waist Bag for Boys Waist Bags for Girls Fanny Bag - Black,,299,4.2,https://amazon.in/dp/B0BJZQ3ZR9
B0BYBDX8VP,,Rama luxury store,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",,599,3.7,https://amazon.in/dp/B0BYBDX8VP
B0BCQ762R6,"Reasons for Choosing The Dwenles Chest Bag: Size: 17cm x 7cm x 31cm(6.7'' x 3.2'' x 12.2''). It is recommended to accommodate a maximum of 9 inches Ipad. Built-in large capacity beyond your imagination. External USB design, fast charging, release hands. Featuring an ergonomic design, with adjustable strap to perfectly fit your body. Multi-function shoulder bag /crossbody chest bag, water repellent and scratch resistant. Security anti-theft password lock, safer to go out. Hidden card pockets on the shoulder strap, easy to place bus cards, etc. Breathable and decompression carrying system, heat dissipation, ventilation, shock absorption. The surface of the package is printed with reflective design, and the night warning is safer. Can be used messenger bag / shoulder bag / cross body backpack / casual day pack / sling bag / chest bag / travel bag. It is the best gift for friends, lovers, family members, easy to use!",HOXSURY,HOXSURY Sling Backpack USB Anti-Theft Waterproof Chest Daypack Casual Shoulder Bag,,1199,4.3,https://amazon.in/dp/B0BCQ762R6
B08BTVZM7F,,,HEROZ Hacker 50 litres Nylon Travel Laptop Backpack Water Resistant Slim Durable Computer Book Bag Tracking Fits Up to 17.3-inch Laptop (058- ALL) (Grey & Air Force Blue),,1599,4.2,https://amazon.in/dp/B08BTVZM7F
B07HN5TMQL,"Safari Backpacks are the ideal way to enjoy hands-free adventure on safari. In safari-grade canvas and leather, our range of versatile travel backpacks offer true convenience on walks, game drives, and when birding on safari. From the manufacturer Prisma is a 17 inches laptop compatible, large space backpack.",No,Safari Large Size 32 Ltrs Casual Backpack-Black,,1009,4.0,https://amazon.in/dp/B07HN5TMQL
B09TXN46RF,,,ALMOSTHERE® 1 Pcs Pop it Fidget Unicorn Sling Bag with Adjustable Sling Zipper Closer Silicone Unicorn Cross Body Shoulder Bag Travel Pouch for Girls Stress Relief Multicolor Pouch Travel Pouch,,229,4.0,https://amazon.in/dp/B09TXN46RF
B01NB1Q8ZP,,No,"HARISSONS Concord Polyester 38 L Black 15.6"" Professional Office Laptop Backpack for Men and Women with Quick-Access Front Pocket & Detailed Organizers | ERGO-GRIP Backstraps & Bottom Protection",,2537,4.2,https://amazon.in/dp/B01NB1Q8ZP
B07MMZPB41,,No,"HARISSONS Bags Vervo 15.6-inch Laptop/Travel/Casual Backpack for Men and Women with Rain Cover (Navy Blue, 40 Ltrs) | Quick Access Zippered Pocket, Detailed Organizers & a Detachable Key Chain Holder",,2960,4.4,https://amazon.in/dp/B07MMZPB41
